; Sample Rate 44100
; Channels 1
               0      0.011383057 
   2.2675737e-05      0.026916504 
   4.5351474e-05      0.042297363 
   6.8027211e-05      0.059692383 
   9.0702948e-05      0.085266113 
   0.00011337868       0.11688232 
   0.00013605442       0.15286255 
   0.00015873016       0.18652344 
    0.0001814059       0.22470093 
   0.00020408163       0.26303101 
   0.00022675737        0.3067627 
   0.00024943311       0.34973145 
   0.00027210884       0.38943481 
   0.00029478458       0.42086792 
   0.00031746032       0.44406128 
   0.00034013605       0.46670532 
   0.00036281179       0.48724365 
   0.00038548753       0.51275635 
   0.00040816327       0.53598022 
     0.000430839       0.56225586 
   0.00045351474       0.58374023 
   0.00047619048       0.60992432 
   0.00049886621       0.63824463 
   0.00052154195       0.67138672 
   0.00054421769       0.70184326 
   0.00056689342       0.72668457 
   0.00058956916       0.74310303 
    0.0006122449       0.75390625 
   0.00063492063       0.76287842 
   0.00065759637       0.76968384 
   0.00068027211       0.77615356 
   0.00070294785       0.77731323 
   0.00072562358       0.77471924 
   0.00074829932       0.77069092 
   0.00077097506       0.76779175 
   0.00079365079       0.76644897 
   0.00081632653       0.76565552 
   0.00083900227       0.75900269 
     0.000861678       0.74957275 
   0.00088435374       0.73205566 
   0.00090702948        0.7116394 
   0.00092970522       0.68859863 
   0.00095238095       0.66268921 
   0.00097505669       0.63479614 
   0.00099773243        0.6036377 
    0.0010204082       0.57107544 
    0.0010430839       0.53863525 
    0.0010657596       0.50814819 
    0.0010884354       0.47814941 
    0.0011111111        0.4487915 
    0.0011337868       0.41659546 
    0.0011564626       0.38131714 
    0.0011791383       0.34194946 
    0.0012018141       0.29934692 
    0.0012244898       0.25418091 
    0.0012471655       0.20526123 
    0.0012698413       0.15362549 
     0.001292517      0.098968506 
    0.0013151927      0.045806885 
    0.0013378685    -0.0075378418 
    0.0013605442     -0.055603027 
      0.00138322      -0.10418701 
    0.0014058957      -0.14657593 
    0.0014285714      -0.18984985 
    0.0014512472      -0.22903442 
    0.0014739229      -0.26815796 
    0.0014965986      -0.30444336 
    0.0015192744       -0.3425293 
    0.0015419501      -0.38146973 
    0.0015646259      -0.42266846 
    0.0015873016      -0.46575928 
    0.0016099773      -0.50769043 
    0.0016326531      -0.54998779 
    0.0016553288       -0.5892334 
    0.0016780045      -0.62728882 
    0.0017006803      -0.66311646 
     0.001723356      -0.69622803 
    0.0017460317      -0.72509766 
    0.0017687075       -0.7482605 
    0.0017913832      -0.76800537 
     0.001814059      -0.78448486 
    0.0018367347      -0.79992676 
    0.0018594104      -0.81484985 
    0.0018820862      -0.82791138 
    0.0019047619      -0.83795166 
    0.0019274376      -0.84606934 
    0.0019501134      -0.85137939 
    0.0019727891       -0.8583374 
